ticker,half_life,optimal_hold,edge_t1,edge_t3,edge_t5,edge_t10,edge_t20
TSLA,1,1,0.0008983590832715593,0.0022641540629396314,0.0025098521931061126,0.002817542741363137,0.013415150350002129
QQQ,1,1,0.0006497426954468416,0.001308445465757151,0.001072987870788422,6.022345492733786e-05,-0.0018283212386809213
MSFT,1,1,0.0010664447762154287,0.0018433736767044556,0.0016516889435108264,0.0024751528582885717,0.0035411674113604488
NVDA,1,1,0.0007589369999712174,0.0025978128690207804,0.001763669899583176,1.4963380795273568e-05,-0.0030260569650678096
AAPL,1,1,-1.3282375313049938e-05,3.616963409770594e-05,-0.0006183919955528262,-0.0023459097238235998,-0.0018912231523909896
